Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied"
7/2/2020 6:06,Leiden University,Netherlands,Environmental Biology,7/16/2020,https://academicpositions.com/ad/leiden-university/2020/assistant-professor-in-environmental-biology/145604,Asst Prof,Tenure Track,7/20/2020 9:14,"The application only consists of a cover letter & CV ? Am I reading that correctly ? 2) I think so! Any idea on what the selection criterion, ""Good acquisition capabilities"" refers to? 3) Assumed it referred to grant acquistion 4) thanks! 5) 1st round interview (OMG stunned) 21 jul 6) oh wow, already invited? 7) Ack, I only got an email to ""keep the date free"" in case ""the selection committee decides to invite you"" but not an invitation. I suppose that means I am out! 8) I also only got the ''keep the date free'' email so far 9) i'm sorry. i didn't mean to cause disappointment - sending vibes of good luck & peace <3 10) Rejection email received 20 Jul (x6)",9,FALSE,"The application only consists of a cover letter & CV ? Am I reading that correctly ? 2) I think so! Any idea on what the selection criterion, ""Good acquisition capabilities"" refers to? 3) Assumed it referred to grant acquistion 4) thanks! 5) 1st round interview (OMG stunned) 21 jul 6) oh wow, already invited? 7) Ack, I only got an email to ""keep the date free"" in case ""the selection committee decides to invite you"" but not an invitation. I suppose that means I am out! 8) I also only got the ''keep the date free'' email so far 9) i'm sorry. i didn't mean to cause disappointment - sending vibes of good luck & peace <3 10) Rejection email received 20 Jul (x6)",9
7/2/2020 6:05,Leiden University,Netherlands,Industrial Ecology,7/16/2020,https://academicpositions.com/ad/leiden-university/2020/assistant-professors-in-industrial-ecology/145643,Asst Prof,Tenure Track,7/15/2020 5:27,,,FALSE,,
7/2/2020 6:01,University College Dublin,Ireland,Applied Ecology (Agriculture & Land-use),7/13/2020,https://www.timeshighereducation.com/unijobs/listing/209829/lecturer-in-applied-ecology/,Lecturer / Asst Prof,Tenure Track,8/22/2020 12:07,closed,1,FALSE,closed,1
7/2/2020 5:57,Aarhus University,Denmark,Land-use Change / Greenhouse Gasses,9/1/2020,https://www.nature.com/naturecareers/job/tenure-track-researchersenior-researcher-in-landuse-greenhouse-gas-emission-research-lulucf-aarhus-university-au-727387,Asst / Assoc Prof,Tenure Track,,,,FALSE,,
7/2/2020 5:54,University of Southern Denmark (SDU),Denmark,"Marine Science (Marine Biogeochemistry, Microbial Ecology and/or Microbial Technology)",8/15/2020,https://www.nature.com/naturecareers/job/dias-assistant-professor-in-marine-science-university-of-southern-denmark-sdu-726950,Asst Prof,Fixed Term,,,,FALSE,,
7/2/2020 5:52,KU Leuven,Belgium,Modelling Complex Adaptive Biological Systems,9/15/2020,https://www.kuleuven.be/personeel/jobsite/jobs/55653422?hl=en&lang=en,Rank Open,Tenure Track,,,,FALSE,,
7/2/2020 5:45,Dalhousie University,Canada,Large Whale Conservation,9/8/2020,https://www.researchgate.net/job/943205_Canadian_Wildlife_Federation_Chair_in_Large_Whale_Conservation_Assistant_Professor,Asst Prof,Tenure Track,7/6/2020 15:03,"1) I work on medium whales, do you think I could apply? 2) ofcourse! 3) No. Minke or larger",1,FALSE,"1) I work on medium whales, do you think I could apply? 2) ofcourse! 3) No. Minke or larger",1
7/2/2020 5:44,NTNU (Norwegian University of Science and Technology),Norway,Marine Ecology,7/31/2020,https://www.jobbnorge.no/en/available-jobs/job/188574/associate-professor-in-marine-ecology,Assoc Prof,Tenure Track,7/12/2020 19:53,population and life-history dynamics of pelagic communities in time and space,1,FALSE,population and life-history dynamics of pelagic communities in time and space,1
7/2/2020 5:40,Université du Québec à Rimouski,Canada,"Fish Biology, Ecology, and/or Evolution",8/1/2020,https://www.researchgate.net/job/943201_Faculty_position_in_Ichtyology,Rank Open,Tenure Track,7/29/2020 19:46,,,FALSE,,
7/1/2020 17:29,University of South Alabama,Alabama,Development & Evolution,8/15/2020,https://www.southalabama.edu/departments/academicaffairs/resources/academicaffairspostings/bly_3217_3220_asst_010121.pdf,Asst Prof,Tenure Track,7/2/2020 22:51,"The research specialty is open, but candidates with a strong molecular background and expertise in the study of pathogens and/or disease in non-model systems are preferred. The successful candidate will be expected to develop new curricula in their specialty that target undergraduate and graduate students. The ability to teach Genetics is a must. 2) If you work in developmental biology, disease evolution/ecology, molecular biology, etc. and are interested, please apply --- molecular techniques in an evolutionary framework are the minimum skills needed.",1,FALSE,"The research specialty is open, but candidates with a strong molecular background and expertise in the study of pathogens and/or disease in non-model systems are preferred. The successful candidate will be expected to develop new curricula in their specialty that target undergraduate and graduate students. The ability to teach Genetics is a must. 2) If you work in developmental biology, disease evolution/ecology, molecular biology, etc. and are interested, please apply --- molecular techniques in an evolutionary framework are the minimum skills needed.",1
7/1/2020 17:26,University of South Alabama,Alabama,Plant Systematics,8/15/2020,https://www.southalabama.edu/departments/academicaffairs/resources/academicaffairspostings/bly_3217_3220_asst_010121.pdf,Asst Prof,Tenure Track,8/11/2020 8:08,"the research specialty is open, but candidates using computational approaches are preferred. The successful candidate will be expected to teach existing courses in botany and plant biology and develop new curricula in her or his specialty that target undergraduate and graduate students.",,FALSE,"the research specialty is open, but candidates using computational approaches are preferred. The successful candidate will be expected to teach existing courses in botany and plant biology and develop new curricula in her or his specialty that target undergraduate and graduate students.",
6/30/2020 17:49,Hope College,Michigan,Ecology,10/9/2020,https://www.schooljobs.com/careers/hopeedu/jobs/2793082/biology-assistant-professor-ecology,Asst Prof,Tenure Track,10/26/2020 10:56,"Requires dedication to the Christian faith. 2) Theoecology or Ecotheology? (3) Applied, 4) references contacted as of 10/12, 5) Zoom interviews for week of 10/26/2020 for top 7 x3 6) for those contacted for interviews, do you mind sharing if you are animal, plant or fungi focused ecologist?",8,FALSE,"Requires dedication to the Christian faith. 2) Theoecology or Ecotheology? (3) Applied, 4) references contacted as of 10/12, 5) Zoom interviews for week of 10/26/2020 for top 7 x3 6) for those contacted for interviews, do you mind sharing if you are animal, plant or fungi focused ecologist?",8
6/30/2020 1:16,Utrecht University,Netherlands,Ecology & Biodiversity,7/15/2020,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/tenure-track-assistant-professor-in-ecology-and-biodiversity-10-fte,Asst Prof,Tenure Track,10/7/2020 7:55,"""terrestrial ecologist with affinity for evolutionary perspectives and....ability to link above and below ground processes and interactions that regulate biodiversity"" 2) Any news? 3) notification of unsuccessful application email 20 Aug x6 4) Down to three candidates for interviews as of 30 Sept.",8,FALSE,"""terrestrial ecologist with affinity for evolutionary perspectives and....ability to link above and below ground processes and interactions that regulate biodiversity"" 2) Any news? 3) notification of unsuccessful application email 20 Aug x6 4) Down to three candidates for interviews as of 30 Sept.",8
6/23/2020 19:10,Western University,Canada,Biology,7/24/2020,https://www.universityaffairs.ca/search-job/?job_id=50508,Asst Prof,Fixed Term,8/19/2020 11:04,"2-year appointment. ""Duties are divided between Teaching (80%) and Service (20%) activities. Teaching duties will include up to 3.0 full course equivalents, primarily at the undergraduate level, and may include some graduate course instruction.""",3,FALSE,"2-year appointment. ""Duties are divided between Teaching (80%) and Service (20%) activities. Teaching duties will include up to 3.0 full course equivalents, primarily at the undergraduate level, and may include some graduate course instruction.""",3
6/23/2020 15:48,Northwestern Oklahoma State University,Oklahoma,Biology / Zoology,,https://www.higheredjobs.com/details.cfm?JobCode=177274414&utm_source=06_23_20&utm_medium=email&utm_campaign=JobAgentEmail,Asst Prof,Tenure Track,8/22/2020 14:09,"References contacted 8/5 2) 1-hr Zoom interview schedule for week of 8/24 3) Received notification on 8/21 that despite previously scheduled interview, the search is indefinitely postponed, presumably for financial reasons",2,FALSE,"References contacted 8/5 2) 1-hr Zoom interview schedule for week of 8/24 3) Received notification on 8/21 that despite previously scheduled interview, the search is indefinitely postponed, presumably for financial reasons",2
6/19/2020 21:54,University of Basel,Switzerland,Ecology,8/31/2020,https://jobs.unibas.ch/offene-stellen/tenure-track-assistant-professorship-in-ecology/44ad652d-ccc1-44f1-a2b0-530fa87545e8,Asst Prof,Tenure Track,10/23/2020 14:08,"German language skills not required. 2) Invited for interview, 8 Oct. 3) Any updates? Congrats 2!",21,FALSE,"German language skills not required. 2) Invited for interview, 8 Oct. 3) Any updates? Congrats 2!",21
6/12/2020 18:35,University of Florida,Florida,Environmental Science,8/15/2020,https://apply.interfolio.com/76526,Lecturer,Fixed Term,6/12/2020 18:35,For Spring 2021 (Jan),,FALSE,For Spring 2021 (Jan),
6/11/2020 2:46,Loyola University Chicago,Illinois,Genetics,,https://www.careers.luc.edu/postings/13977,Instructor,Fixed Term,8/4/2020 12:23,Search committee is scrambling to find someone... (8.4.20),,FALSE,Search committee is scrambling to find someone... (8.4.20),
6/8/2020 11:35,Wageningen University,Netherlands,Governance of Coastal Resilience,7/12/2020,https://www.wur.nl/en/vacancy/Assistant-Professor-in-Governance-of-Coastal-Resilience-Tenure-Track.htm,Asst Prof,Tenure Track,6/8/2020 12:42,"""experience in the field of governance of coastal resilience with demonstrated field experience in emerging sectors of the Blue Economy, coastal communities and marine environments""",,FALSE,"""experience in the field of governance of coastal resilience with demonstrated field experience in emerging sectors of the Blue Economy, coastal communities and marine environments""",
